COMMUNE,DCLT,TRANS,AGEREVQ,IPONDI,ILTUU
1004,1004,5,25,3.592198941066873,3
1004,1004,1,25,4.092984759803895,3
1004,1004,5,25,3.592198941066873,3
1004,1004,2,35,3.592198941066873,3
1004,1004,5,30,3.592198941066873,3
1004,1004,5,45,1.2027174554165994,3
1004,1004,5,45,1.2027174554165994,3
1004,1004,4,15,3.7608287698000624,3
1004,1004,5,35,1.2027174554165994,3
1004,1004,5,50,3.7608287698000624,3
1004,1004,5,45,3.592198941066873,3
1004,1004,2,60,3.494272910891071,3
1004,1004,2,50,3.7608287698000624,3
1004,1004,5,25,1.4087921409993496,3
1004,1004,2,60,1.4087921409993496,3
1004,1004,2,45,3.592198941066873,3
1004,1004,5,25,1.4087921409993496,3
1004,1004,5,55,3.592198941066873,3
1004,1004,5,50,3.592198941066873,3
1004,1004,1,40,4.092984759803895,3
1004,1004,1,45,3.7608287698000624,3
1004,1004,5,25,3.592198941066873,3
1004,1004,5,40,3.592198941066873,3
1004,1004,5,30,1.4087921409993496,3
1004,1004,5,40,3.7608287698000624,3
1004,1004,2,40,3.7608287698000624,3
1004,1004,5,35,3.592198941066873,3
1004,1004,5,35,3.7608287698000624,3
1004,1004,5,40,3.7608287698000624,3
1004,1004,5,40,3.7608287698000624,3
1004,1004,3,45,3.592198941066873,3
1004,1004,5,45,4.092984759803895,3
1004,1004,1,60,4.092984759803895,3
1004,1004,5,40,3.7608287698000624,3
1004,1004,5,50,3.7608287698000624,3
1004,1004,2,25,4.092984759803895,3
1004,1004,5,55,3.7608287698000624,3
1004,1004,5,65,4.092984759803895,3
1004,1004,5,55,4.092984759803895,3
1004,1004,5,30,3.7608287698000624,3
1004,1004,5,25,4.092984759803895,3
1004,1004,5,35,4.092984759803895,3
1004,1004,1,45,4.092984759803895,3
1004,1004,3,55,3.7608287698000624,3
1004,1004,5,15,3.7608287698000624,3
1004,1004,5,45,3.7608287698000624,3
1004,1004,5,45,1.2944651215345426,3
1004,1004,5,25,1.4087921409993496,3
1004,1004,1,30,3.592198941066873,3
1004,1004,5,25,4.092984759803895,3
1004,1004,5,50,3.592198941066873,3
1004,1004,5,35,4.092984759803895,3
1004,1004,5,30,3.7608287698000624,3
1004,1004,1,35,1.236423278869884,3
1004,1004,5,55,4.092984759803895,3
1004,1004,5,30,3.592198941066873,3
1004,1004,1,30,3.592198941066873,3
1004,1004,5,60,3.7608287698000624,3
1004,1004,5,65,4.092984759803895,3
1004,1004,5,55,4.092984759803895,3
1004,1004,5,65,3.7608287698000624,3
1004,1004,2,15,1.2944651215345426,3
1004,1004,1,60,4.092984759803895,3
1004,1004,5,35,4.092984759803895,3
1004,1004,5,55,1.236423278869884,3
1004,1004,2,15,1.2944651215345426,3
1004,1004,5,25,3.7608287698000624,3
1004,1004,5,50,1.236423278869884,3
1004,1004,2,35,1.2944651215345426,3
1004,1004,2,25,1.236423278869884,3
1004,1004,2,45,3.7608287698000624,3
1004,1004,2,45,3.7608287698000624,3
1004,1004,5,35,4.092984759803895,3
1004,1004,5,55,3.7608287698000624,3
1004,1004,6,45,1.236423278869884,3
1004,1004,5,55,3.592198941066873,3
1004,1004,2,60,3.7608287698000624,3
1004,1004,5,30,3.592198941066873,3
1004,1004,2,55,3.7608287698000624,3
1004,1004,5,40,4.092984759803895,3
1004,1004,5,40,1.236423278869884,3
1004,1004,5,45,4.092984759803895,3
1004,1004,5,50,3.592198941066873,3
1004,1004,5,35,1.236423278869884,3
1004,1004,5,45,3.7608287698000624,3
1004,1004,6,45,1.236423278869884,3
1004,1004,5,55,3.592198941066873,3
1004,1004,5,45,4.092984759803895,3
1004,1004,2,45,4.092984759803895,3
1004,1004,5,55,3.592198941066873,3
1004,1004,5,40,1.236423278869884,3
1004,1004,5,50,3.7608287698000624,3
1004,1004,2,25,3.7608287698000624,3
1004,1004,5,30,3.7608287698000624,3
1004,1004,5,45,1.236423278869884,3
1004,1004,6,60,4.092984759803895,3
1004,1004,5,25,4.092984759803895,3
1004,1004,5,35,3.494272910891071,3
1004,1004,5,45,1.236423278869884,3
1004,1004,5,45,1.236423278869884,3
1004,1004,5,20,4.092984759803895,3
1004,1004,2,20,4.092984759803895,3
1004,1004,5,60,4.092984759803895,3
1004,1004,5,25,4.092984759803895,3
1004,1004,5,25,4.092984759803895,3
1004,1004,5,50,3.592198941066873,3
1004,1004,5,65,4.092984759803895,3
1004,1004,2,60,4.092984759803895,3
1004,1004,5,20,3.7608287698000624,3
1004,1004,5,20,3.7608287698000624,3
1004,1004,1,60,4.092984759803895,3
1004,1004,1,60,4.092984759803895,3
1004,1004,5,20,3.592198941066873,3
1004,1004,5,35,1.236423278869884,3
1004,1004,5,25,3.7608287698000624,3
1004,1004,1,35,3.592198941066873,3
1004,1004,5,45,3.494272910891071,3
1004,1004,6,25,1.4087921409993496,3
1004,1004,1,50,3.592198941066873,3
1004,1004,5,50,3.7608287698000624,3
1004,1004,5,55,1.236423278869884,3
1004,1004,5,35,4.092984759803895,3
1004,1004,5,25,4.092984759803895,3
1004,1004,2,55,3.7608287698000624,3
1004,1004,2,20,4.092984759803895,3
1004,1004,5,50,3.494272910891071,3
1004,1004,6,35,3.592198941066873,3
1004,1004,2,20,4.092984759803895,3
1004,1004,5,35,3.592198941066873,3
1004,1004,5,25,3.592198941066873,3
1004,1004,5,25,4.092984759803895,3
1004,1004,5,40,1.236423278869884,3
1004,1004,5,25,3.494272910891071,3
1004,1004,5,25,1.4087921409993496,3
1004,1004,6,50,3.494272910891071,3
1004,1004,5,60,3.592198941066873,3
1004,1004,5,60,3.592198941066873,3
1004,1004,5,45,3.592198941066873,3
1004,1004,1,50,3.592198941066873,3
1004,1004,5,50,3.7608287698000624,3
1004,1004,5,40,3.592198941066873,3
1004,1004,1,40,3.7608287698000624,3
1004,1004,2,30,3.494272910891071,3
1004,1004,5,60,3.592198941066873,3
1004,1004,5,35,3.494272910891071,3
1004,1004,2,45,3.7608287698000624,3
1004,1004,5,55,3.592198941066873,3
1004,1004,2,15,4.092984759803895,3
1004,1004,2,55,3.7608287698000624,3
1004,1004,5,30,3.7608287698000624,3
1004,1004,5,25,3.7608287698000624,3
1004,1004,5,35,3.7608287698000624,3
1004,1004,5,35,3.592198941066873,3
1004,1004,2,15,4.092984759803895,3
1004,1004,3,20,3.7608287698000624,3
1004,1004,2,40,4.092984759803895,3
1004,1004,2,40,3.494272910891071,3
1004,1004,5,35,4.092984759803895,3
1004,1004,5,60,3.592198941066873,3
1004,1004,5,20,3.7608287698000624,3
1004,1004,2,60,3.7608287698000624,3
1004,1004,5,30,4.092984759803895,3
1004,1004,5,50,3.618116720086704,3
1004,1004,5,55,3.618116720086704,3
1004,1004,2,35,3.618116720086704,3
1004,1004,5,45,1.236423278869884,3
1004,1004,5,25,1.236423278869884,3
1004,1004,5,30,1.236423278869884,3
1004,1004,5,40,1.2027174554165994,3
1004,1004,5,45,1.2027174554165994,3
1004,1004,5,15,1.2027174554165994,3
1004,1004,1,45,3.519484151867764,3
1004,1004,1,55,3.519484151867764,3
1004,1004,1,55,3.519484151867764,3
1004,1004,5,35,1.2027174554165994,3
1004,1004,5,45,1.2027174554165994,3
1004,1004,5,15,1.2027174554165994,3
1004,1004,5,50,3.519484151867764,3
1004,1004,5,50,3.519484151867764,3
1004,1004,5,30,3.519484151867764,3
1004,1004,3,30,3.519484151867764,3
1004,1004,3,55,3.519484151867764,3
1004,1004,2,70,3.519484151867764,3
1004,1004,5,70,3.519484151867764,3
1004,1004,3,40,3.519484151867764,3
1004,1004,5,30,3.519484151867764,3
1004,1004,5,50,3.519484151867764,3
1004,1004,5,35,3.519484151867764,3
1004,1004,1,55,4.122515717380713,3
1004,1004,1,60,4.122515717380713,3
1004,1004,5,45,3.519484151867764,3
1004,1004,5,35,1.236423278869884,3
1004,1004,1,40,4.122515717380713,3
1004,1004,5,30,1.4087921409993496,3
1004,1004,5,25,1.4087921409993496,3
1004,1004,6,40,4.122515717380713,3
1004,1004,2,45,4.122515717380713,3
1004,1004,2,50,4.122515717380713,3
1004,1004,5,40,4.122515717380713,3
1004,1004,2,50,4.122515717380713,3
1004,1004,5,35,4.122515717380713,3
1004,1004,2,50,4.122515717380713,3
1004,1004,6,40,4.122515717380713,3
1004,1004,5,60,4.122515717380713,3
1004,1004,5,30,1.236423278869884,3
1004,1004,5,35,1.2027174554165994,3
1004,1004,5,20,4.122515717380713,3
1004,1004,5,55,4.122515717380713,3
1004,1004,5,25,4.122515717380713,3
1004,1004,5,55,4.122515717380713,3
1004,1004,2,45,4.122515717380713,3
1004,1004,5,20,4.122515717380713,3
1004,1004,2,50,4.122515717380713,3
1004,1004,1,30,4.122515717380713,3
1004,1004,5,30,4.122515717380713,3
1004,1004,5,50,4.122515717380713,3
1004,1004,5,45,4.122515717380713,3
1004,1004,5,50,4.122515717380713,3
1004,1004,5,50,4.122515717380713,3
1004,1004,1,35,4.122515717380713,3
1004,1004,5,45,4.122515717380713,3
1004,1004,5,35,1.2027174554165994,3
1004,1004,2,20,4.122515717380713,3
1004,1004,6,25,4.122515717380713,3
1004,1004,5,30,3.519484151867764,3
1004,1004,5,45,1.4087921409993496,3
1004,1004,5,50,3.618116720086704,3
1004,1004,5,55,3.7879632160226184,3
1004,1004,2,45,3.7879632160226184,3
1004,1004,2,50,3.7879632160226184,3
1004,1004,5,20,3.7879632160226184,3
1004,1004,5,20,3.7879632160226184,3
1004,1004,5,20,3.7879632160226184,3
1004,1004,5,35,3.7879632160226184,3
1004,1004,5,20,3.7879632160226184,3
1004,1004,5,50,3.519484151867764,3
1004,1004,5,40,3.519484151867764,3
1004,1004,2,40,3.7879632160226184,3
1004,1004,5,50,3.7879632160226184,3
1004,1004,5,50,3.618116720086704,3
1004,1004,5,20,3.7879632160226184,3
1004,1004,5,40,3.7879632160226184,3
1004,1004,2,45,1.2944651215345426,3
1004,1004,2,45,1.2944651215345426,3
1004,1004,5,20,3.7879632160226184,3
1004,1004,5,40,3.7879632160226184,3
1004,1004,3,45,3.7879632160226184,3
1004,1004,3,35,3.7879632160226184,3
1004,1004,5,55,3.7879632160226184,3
1004,1004,1,40,3.7879632160226184,3
1004,1004,5,60,3.7879632160226184,3
1004,1004,5,35,1.236423278869884,3
1004,1004,2,30,3.7879632160226184,3
1004,1004,5,35,3.7879632160226184,3
1004,1004,5,25,3.7879632160226184,3
1004,1004,2,60,3.7879632160226184,3
1004,1004,5,60,3.7879632160226184,3
1004,1004,5,60,3.7879632160226184,3
1004,1004,5,25,3.7879632160226184,3
1004,1004,5,35,3.7879632160226184,3
1004,1004,2,30,3.7879632160226184,3
1004,1004,1,60,3.7879632160226184,3
1004,1004,2,60,3.7879632160226184,3
1004,1004,5,25,3.7879632160226184,3
1004,1004,5,55,3.7879632160226184,3
1004,1004,5,45,3.7879632160226184,3
1004,1004,5,55,3.7879632160226184,3
1004,1004,5,45,3.519484151867764,3
1004,1004,1,35,3.7879632160226184,3
1004,1004,3,25,1.236423278869884,3
1004,1004,5,35,1.2944651215345426,3
1004,1004,5,25,1.2944651215345426,3
1004,1004,5,40,1.2944651215345426,3
1004,1004,5,45,1.2944651215345426,3
1004,1004,5,35,1.2944651215345426,3
1004,1004,5,30,1.2944651215345426,3
1004,1004,5,40,1.2944651215345426,3
1004,1004,5,35,1.2944651215345426,3
1004,1004,2,15,1.2944651215345426,3
1004,1004,2,30,1.2944651215345426,3
1004,1004,2,40,3.7879632160226184,3
1004,1004,5,45,3.7879632160226184,3
1004,1004,5,25,3.7879632160226184,3
1004,1004,5,45,3.618116720086704,3
1004,1004,5,60,3.618116720086704,3
1004,1004,5,60,3.618116720086704,3
1004,1004,2,20,3.618116720086704,3
1004,1004,1,45,3.618116720086704,3
1004,1004,3,55,3.618116720086704,3
1004,1004,5,55,1.236423278869884,3
1004,1004,5,25,3.618116720086704,3
1004,1004,5,45,3.618116720086704,3
1004,1004,5,50,3.618116720086704,3
1004,1004,5,55,3.618116720086704,3
1004,1004,3,25,1.236423278869884,3
1004,1004,5,50,3.618116720086704,3
1004,1004,5,55,3.618116720086704,3
1004,1004,5,35,3.618116720086704,3
1004,1004,5,25,3.618116720086704,3
1004,1004,5,40,1.236423278869884,3
1004,1004,5,45,1.236423278869884,3
1004,1004,3,20,1.236423278869884,3
1004,1004,5,50,1.236423278869884,3
1004,1004,5,45,3.618116720086704,3
1004,1004,2,50,3.618116720086704,3
1004,1004,5,35,3.618116720086704,3
1004,1004,5,30,3.618116720086704,3
1004,1004,5,30,3.618116720086704,3
1004,1004,1,55,3.618116720086704,3
1004,1004,5,55,3.618116720086704,3
1004,1004,3,35,1.236423278869884,3
1004,1004,3,35,3.618116720086704,3
1004,1004,2,30,3.618116720086704,3
1004,1004,1,50,3.618116720086704,3
1004,1004,5,55,3.618116720086704,3
1004,1004,5,55,1.236423278869884,3
1004,1004,5,25,1.236423278869884,3
1004,1004,2,30,1.236423278869884,3
1004,1004,5,30,1.236423278869884,3
1004,1004,5,30,1.236423278869884,3
1004,1004,5,30,1.236423278869884,3
1004,1004,5,60,3.618116720086704,3
1004,1004,6,55,3.618116720086704,3
1004,1004,2,65,3.618116720086704,3
1004,1004,5,45,1.236423278869884,3
1004,1004,5,55,3.618116720086704,3
1004,1004,2,30,3.618116720086704,3
1004,1004,1,35,3.618116720086704,3
1004,1004,4,15,3.618116720086704,3
1004,1004,5,55,3.618116720086704,3
1004,1004,1,30,3.618116720086704,3
1004,1004,1,35,3.618116720086704,3
1004,1004,5,30,3.519484151867764,3
1004,1004,5,55,3.618116720086704,3
1004,1007,5,45,1.236423278869884,5
1004,1007,5,40,4.092984759803895,5
1004,1008,3,40,3.7608287698000624,4
1004,1008,5,35,1.236423278869884,4
1004,1027,5,30,3.519484151867764,5
1004,1027,5,20,4.122515717380713,5
1004,1027,5,20,4.122515717380713,5
1004,1027,5,30,3.7879632160226184,5
1004,1027,6,20,4.092984759803895,5
1004,1027,5,40,1.2944651215345426,5
1004,1027,5,25,1.4087921409993496,5
1004,1027,5,30,1.2944651215345426,5
1004,1027,5,25,1.2944651215345426,5
1004,1027,5,35,1.4087921409993496,5
1004,1027,5,30,5.819278241591143,5
1004,1027,5,35,1.4087921409993496,5
1004,1027,5,35,1.236423278869884,5
1004,1027,5,35,1.4087921409993496,5
1004,1027,5,35,4.206283477539327,5
1004,1027,5,30,4.792678370945184,5
1004,1027,5,35,1.4087921409993496,5
1004,1027,5,25,1.236423278869884,5
1004,1027,5,35,4.206283477539327,5
1004,1027,5,30,4.206283477539327,5
1004,1031,5,40,1.236423278869884,5
1004,1031,5,30,3.7879632160226184,5
1004,1031,5,45,3.618116720086704,5
1004,1032,5,35,4.122515717380713,5
1004,1032,5,30,1.2027174554165994,5
1004,1032,5,30,4.792678370945184,5
1004,1032,5,25,1.2944651215345426,5
1004,1032,5,35,1.4087921409993496,5
1004,1032,5,25,1.236423278869884,5
1004,1032,5,40,4.206283477539327,5
1004,1032,5,25,1.236423278869884,5
1004,1032,5,25,1.236423278869884,5
1004,1032,5,25,4.092984759803895,5
1004,1032,5,25,1.236423278869884,5
1004,1032,5,50,3.7608287698000624,5
1004,1032,5,30,3.592198941066873,5
1004,1032,6,20,3.7608287698000624,5
1004,1032,5,50,5.558350676605923,5
1004,1033,6,70,1.2944651215345426,5
1004,1033,6,25,1.2944651215345426,5
1004,1033,6,25,3.519484151867764,5
1004,1033,6,75,3.7608287698000624,5
1004,1033,6,45,3.7608287698000624,5
1004,1034,5,45,5.558350676605923,5
1004,1034,5,60,3.618116720086704,5
1004,1041,3,20,3.519484151867764,5
1004,1041,5,40,4.091617043550802,5
1004,1043,6,30,4.792678370945184,5
1004,1043,5,55,1.236423278869884,5
1004,1043,5,60,4.792678370945184,5
1004,1043,5,25,1.2944651215345426,5
1004,1043,5,40,3.592198941066873,5
1004,1043,5,45,1.2944651215345426,5
1004,1043,5,45,1.2944651215345426,5
1004,1043,5,20,1.236423278869884,5
1004,1043,5,25,1.2944651215345426,5
1004,1043,5,30,1.236423278869884,5
1004,1043,5,25,1.2944651215345426,5
1004,1043,5,30,1.236423278869884,5
1004,1043,5,20,6.3332362662066135,5
1004,1043,5,20,6.3332362662066135,5
1004,1043,5,60,5.558350676605923,5
1004,1047,5,25,1.2027174554165994,5
1004,1047,5,25,6.3332362662066135,5
1004,1047,5,20,1.236423278869884,5
1004,1047,5,50,6.3332362662066135,5
1004,1047,5,25,5.558350676605923,5
1004,1047,5,25,1.2944651215345426,5
1004,1047,5,35,6.3332362662066135,5
1004,1047,5,40,1.2944651215345426,5
1004,1047,6,25,4.403740487592907,5
1004,1047,5,55,1.236423278869884,5
1004,1047,6,25,4.403740487592907,5
1004,1047,5,25,4.403740487592907,5
1004,1047,5,20,1.4087921409993496,5
1004,1047,5,25,4.403740487592907,5
1004,1047,5,40,1.2944651215345426,5
1004,1047,5,50,1.236423278869884,5
1004,1047,5,40,1.2944651215345426,5
1004,1047,5,30,3.618116720086704,5
1004,1047,5,45,1.4087921409993496,5
1004,1049,6,15,1.2944651215345426,5
1004,1049,5,50,6.3332362662066135,5
1004,1053,5,45,1.236423278869884,5
1004,1053,5,50,5.406825879395404,5
1004,1053,5,50,5.406825879395404,5
1004,1053,5,50,1.2944651215345426,5
1004,1053,5,35,1.2944651215345426,5
1004,1053,5,35,5.558350676605923,5
1004,1053,5,30,1.2944651215345426,5
1004,1053,5,35,5.558350676605923,5
1004,1053,5,50,6.3332362662066135,5
1004,1053,5,40,1.236423278869884,5
1004,1053,5,40,1.236423278869884,5
1004,1053,5,25,1.2944651215345426,5
1004,1053,5,45,1.236423278869884,5
1004,1053,6,55,5.558350676605923,5
1004,1053,5,35,1.236423278869884,5
1004,1053,5,40,1.236423278869884,5
1004,1053,5,50,1.2027174554165994,5
1004,1053,5,50,1.2027174554165994,5
1004,1053,5,25,5.406825879395404,5
1004,1053,5,20,1.2944651215345426,5
1004,1053,5,25,5.819278241591143,5
1004,1053,6,15,4.092984759803895,5
1004,1053,5,45,3.592198941066873,5
1004,1053,5,45,3.592198941066873,5
1004,1053,5,35,3.592198941066873,5
1004,1053,5,35,1.2944651215345426,5
1004,1053,5,40,3.592198941066873,5
1004,1053,5,35,1.236423278869884,5
1004,1053,6,15,3.7608287698000624,5
1004,1053,5,50,3.592198941066873,5
1004,1053,5,30,3.592198941066873,5
1004,1053,5,50,3.592198941066873,5
1004,1053,5,30,3.592198941066873,5
1004,1053,6,50,3.494272910891071,5
1004,1053,5,25,3.592198941066873,5
1004,1053,5,25,1.236423278869884,5
1004,1053,5,55,1.236423278869884,5
1004,1053,5,40,1.4087921409993496,5
1004,1053,6,30,4.792678370945184,5
1004,1053,5,30,4.091617043550802,5
1004,1053,5,60,4.206283477539327,5
1004,1053,5,35,1.2027174554165994,5
1004,1053,5,20,1.4087921409993496,5
1004,1053,5,30,1.236423278869884,5
1004,1053,6,35,1.4087921409993496,5
1004,1053,6,30,4.792678370945184,5
1004,1053,5,30,1.2027174554165994,5
1004,1053,5,40,1.236423278869884,5
1004,1053,5,30,1.236423278869884,5
1004,1053,5,35,4.206283477539327,5
1004,1053,6,35,4.206283477539327,5
1004,1053,5,25,4.403740487592907,5
1004,1053,5,40,1.236423278869884,5
1004,1053,5,35,1.2027174554165994,5
1004,1053,5,50,4.122515717380713,5
1004,1053,5,45,3.618116720086704,5
1004,1053,5,30,1.2944651215345426,5
1004,1053,5,30,1.2944651215345426,5
1004,1053,5,50,4.122515717380713,5
1004,1053,5,55,3.618116720086704,5
1004,1053,5,30,3.618116720086704,5
1004,1053,5,45,1.236423278869884,5
1004,1053,5,35,1.2944651215345426,5
1004,1053,5,45,1.236423278869884,5
1004,1053,5,55,4.122515717380713,5
1004,1053,5,55,3.7879632160226184,5
1004,1053,5,55,3.618116720086704,5
1004,1062,5,20,3.7608287698000624,5
1004,1062,5,35,3.7608287698000624,5
1004,1064,5,45,3.592198941066873,5
1004,1064,5,40,4.092984759803895,5
1004,1064,5,30,3.7608287698000624,5
1004,1064,5,40,4.092984759803895,5
1004,1064,5,25,1.236423278869884,5
1004,1068,5,20,1.2944651215345426,5
1004,1069,5,30,3.618116720086704,5
1004,1069,5,30,3.618116720086704,5
1004,1069,5,45,3.7608287698000624,5
1004,1074,5,45,1.236423278869884,5
1004,1089,5,45,4.403740487592907,5
1004,1089,5,35,5.0000157144242525,5
1004,1089,5,20,1.2944651215345426,5
1004,1089,5,35,4.206283477539327,5
1004,1089,5,35,1.236423278869884,5
1004,1089,5,25,1.2944651215345426,5
1004,1089,5,30,1.236423278869884,5
1004,1089,5,50,1.2944651215345426,5
1004,1089,5,30,4.403740487592907,5
1004,1089,5,50,4.206283477539327,5
1004,1089,5,55,4.206283477539327,5
1004,1089,5,25,1.2944651215345426,5
1004,1089,5,50,4.206283477539327,5
1004,1089,5,55,4.206283477539327,5
1004,1089,3,20,1.2944651215345426,5
1004,1089,5,40,4.403740487592907,5
1004,1089,5,20,3.592198941066873,5
1004,1089,5,15,4.092984759803895,5
1004,1089,5,20,4.092984759803895,5
1004,1089,5,55,1.2944651215345426,5
1004,1089,5,40,1.2944651215345426,5
1004,1089,5,25,1.2944651215345426,5
1004,1089,5,20,1.4087921409993496,5
1004,1089,5,30,1.236423278869884,5
1004,1089,5,30,1.236423278869884,5
1004,1089,5,45,6.3332362662066135,5
1004,1089,5,35,6.3332362662066135,5
1004,1089,5,40,6.3332362662066135,5
1004,1089,5,55,1.2944651215345426,5
1004,1089,5,65,1.236423278869884,5
1004,1089,5,20,1.2944651215345426,5
1004,1089,5,30,1.2944651215345426,5
1004,1089,5,25,6.3332362662066135,5
1004,1089,5,60,4.122515717380713,5
1004,1089,5,30,3.618116720086704,5
1004,1089,5,50,3.7879632160226184,5
1004,1089,5,30,1.236423278869884,5
1004,1089,5,25,1.236423278869884,5
1004,1089,6,40,1.2944651215345426,5
1004,1089,5,20,4.122515717380713,5
