COMMUNE,DCLT,TRANS,AGEREVQ,IPONDI,ILTUU
1004,1089,5,20,1.2944651215345426,5
1004,1089,5,20,1.2944651215345426,5
1004,1089,5,55,4.122515717380713,5
1004,1089,5,35,4.122515717380713,5
1004,1089,5,50,1.236423278869884,5
1004,1089,6,40,1.2944651215345426,5
1004,1089,6,15,3.7879632160226184,5
1004,1092,5,25,3.7608287698000624,5
1004,1092,5,40,5.819278241591143,5
1004,1099,5,25,1.236423278869884,5
1004,1099,5,40,1.4087921409993496,5
1004,1099,5,40,1.236423278869884,5
1004,1099,5,30,4.403740487592907,5
1004,1142,5,25,4.206283477539327,5
1004,1142,5,25,4.206283477539327,5
1004,1142,2,55,1.2944651215345426,5
1004,1142,5,25,4.206283477539327,5
1004,1142,5,35,1.2944651215345426,5
1004,1142,5,35,1.2027174554165994,5
1004,1142,5,40,4.206283477539327,5
1004,1142,5,35,4.091617043550802,5
1004,1142,5,35,5.0000157144242525,5
1004,1142,5,40,4.091617043550802,5
1004,1142,5,45,4.206283477539327,5
1004,1142,5,25,5.406825879395404,5
1004,1142,5,35,1.4087921409993496,5
1004,1142,5,20,1.4087921409993496,5
1004,1142,5,40,1.2944651215345426,5
1004,1142,5,20,1.4087921409993496,5
1004,1142,6,20,6.3332362662066135,5
1004,1142,6,20,6.3332362662066135,5
1004,1142,5,20,3.618116720086704,5
1004,1142,5,45,3.519484151867764,5
1004,1142,5,50,4.122515717380713,5
1004,1142,5,25,3.7608287698000624,5
1004,1142,5,30,4.092984759803895,5
1004,1142,5,25,3.7608287698000624,5
1004,1142,5,35,1.236423278869884,5
1004,1149,5,50,3.592198941066873,5
1004,1149,5,30,3.618116720086704,5
1004,1149,5,30,3.618116720086704,5
1004,1184,5,60,3.592198941066873,5
1004,1184,5,60,1.236423278869884,5
1004,1185,5,45,3.592198941066873,5
1004,1185,5,25,1.236423278869884,5
1004,1185,5,25,1.236423278869884,5
1004,1185,5,25,4.092984759803895,5
1004,1185,5,55,4.092984759803895,5
1004,1185,5,45,1.2027174554165994,5
1004,1185,5,55,3.494272910891071,5
1004,1185,5,35,1.236423278869884,5
1004,1185,5,35,1.2944651215345426,5
1004,1185,5,55,5.819278241591143,5
1004,1185,5,20,1.2944651215345426,5
1004,1185,5,15,5.0000157144242525,5
1004,1192,5,45,1.236423278869884,5
1004,1195,5,30,1.236423278869884,5
1004,1199,6,15,1.2944651215345426,5
1004,1199,5,55,5.558350676605923,5
1004,1199,5,50,1.2944651215345426,5
1004,1199,5,60,5.558350676605923,5
1004,1199,5,35,1.2944651215345426,5
1004,1199,5,60,5.819278241591143,5
1004,1199,5,55,5.558350676605923,5
1004,1199,5,45,1.236423278869884,5
1004,1199,5,45,3.7608287698000624,5
1004,1199,5,35,1.236423278869884,5
1004,1202,5,30,1.4087921409993496,5
1004,1202,5,50,3.592198941066873,5
1004,1202,5,50,3.7608287698000624,5
1004,1202,5,40,3.7608287698000624,5
1004,1202,5,45,1.4087921409993496,5
1004,1202,5,45,3.7608287698000624,5
1004,1202,5,50,4.092984759803895,5
1004,1202,5,55,3.7608287698000624,5
1004,1202,5,20,3.592198941066873,5
1004,1202,5,60,3.7608287698000624,5
1004,1202,5,55,1.236423278869884,5
1004,1202,5,30,3.7608287698000624,5
1004,1202,4,15,4.092984759803895,5
1004,1202,5,30,1.2944651215345426,5
1004,1202,5,30,1.2944651215345426,5
1004,1202,5,55,1.2944651215345426,5
1004,1202,5,25,1.236423278869884,5
1004,1202,5,25,1.4087921409993496,5
1004,1202,5,30,6.3332362662066135,5
1004,1202,5,35,1.236423278869884,5
1004,1202,5,35,5.558350676605923,5
1004,1202,5,35,1.4087921409993496,5
1004,1202,5,45,6.3332362662066135,5
1004,1202,5,55,6.3332362662066135,5
1004,1202,5,25,1.236423278869884,5
1004,1202,5,50,6.3332362662066135,5
1004,1202,5,25,1.236423278869884,5
1004,1202,5,55,5.558350676605923,5
1004,1202,5,45,1.236423278869884,5
1004,1202,5,45,5.558350676605923,5
1004,1202,5,20,5.819278241591143,5
1004,1202,5,30,3.7879632160226184,5
1004,1202,5,45,1.2944651215345426,5
1004,1202,5,30,3.7879632160226184,5
1004,1202,5,45,1.2944651215345426,5
1004,1202,5,20,3.519484151867764,5
1004,1202,5,35,4.122515717380713,5
1004,1202,5,25,3.7879632160226184,5
1004,1202,5,35,1.236423278869884,5
1004,1202,5,50,1.236423278869884,5
1004,1202,5,30,1.2944651215345426,5
1004,1202,5,25,1.2027174554165994,5
1004,1202,5,25,1.236423278869884,5
1004,1202,5,40,1.236423278869884,5
1004,1202,5,25,4.206283477539327,5
1004,1202,5,40,4.792678370945184,5
1004,1202,5,20,4.091617043550802,5
1004,1202,5,40,4.403740487592907,5
1004,1202,5,35,1.4087921409993496,5
1004,1202,5,30,1.236423278869884,5
1004,1202,5,20,1.236423278869884,5
1004,1202,5,60,1.2944651215345426,5
1004,1202,5,30,1.2027174554165994,5
1004,1202,5,50,4.206283477539327,5
1004,1213,5,25,4.792678370945184,5
1004,1213,5,25,4.792678370945184,5
1004,1213,5,20,1.4087921409993496,5
1004,1213,5,45,4.403740487592907,5
1004,1213,5,45,5.558350676605923,5
1004,1213,5,30,5.558350676605923,5
1004,1213,5,40,3.7608287698000624,5
1004,1213,5,50,1.236423278869884,5
1004,1213,5,60,4.092984759803895,5
1004,1213,5,60,3.618116720086704,5
1004,1213,5,50,3.519484151867764,5
1004,1224,5,20,3.519484151867764,5
1004,1224,5,30,3.519484151867764,5
1004,1224,5,40,1.236423278869884,5
1004,1224,5,55,1.2944651215345426,5
1004,1228,5,50,4.792678370945184,5
1004,1237,5,50,4.206283477539327,5
1004,1244,5,30,1.236423278869884,5
1004,1244,5,40,4.091617043550802,5
1004,1244,5,30,4.403740487592907,5
1004,1244,5,20,1.4087921409993496,5
1004,1244,5,20,4.403740487592907,5
1004,1244,5,20,4.403740487592907,5
1004,1244,5,25,4.091617043550802,5
1004,1244,5,25,1.2944651215345426,5
1004,1244,5,15,5.819278241591143,5
1004,1244,5,30,1.2944651215345426,5
1004,1244,6,45,5.406825879395404,5
1004,1244,5,35,1.236423278869884,5
1004,1244,5,35,5.558350676605923,5
1004,1244,5,25,1.2944651215345426,5
1004,1244,5,35,5.558350676605923,5
1004,1244,5,20,1.2944651215345426,5
1004,1244,5,35,1.2944651215345426,5
1004,1244,6,20,3.7879632160226184,5
1004,1244,5,25,3.618116720086704,5
1004,1244,5,35,4.122515717380713,5
1004,1244,5,25,3.7879632160226184,5
1004,1244,5,30,4.122515717380713,5
1004,1244,6,55,4.122515717380713,5
1004,1244,5,25,3.7879632160226184,5
1004,1244,5,45,3.592198941066873,5
1004,1244,5,40,1.236423278869884,5
1004,1244,5,35,3.7608287698000624,5
1004,1244,5,45,3.7608287698000624,5
1004,1244,5,60,3.494272910891071,5
1004,1244,5,60,1.236423278869884,5
1004,1244,5,25,1.236423278869884,5
1004,1248,5,35,5.558350676605923,5
1004,1249,5,50,1.2944651215345426,5
1004,1249,5,25,1.2944651215345426,5
1004,1249,6,45,1.2944651215345426,5
1004,1249,6,35,1.236423278869884,5
1004,1249,6,35,1.236423278869884,5
1004,1249,5,20,1.236423278869884,5
1004,1249,5,45,3.592198941066873,5
1004,1249,6,30,1.236423278869884,5
1004,1249,5,25,1.2027174554165994,5
1004,1249,5,55,1.2027174554165994,5
1004,1249,5,50,3.618116720086704,5
1004,1254,5,20,3.618116720086704,5
1004,1254,5,20,1.2944651215345426,5
1004,1254,5,40,5.819278241591143,5
1004,1255,5,55,5.558350676605923,5
1004,1262,5,25,1.2944651215345426,5
1004,1262,6,45,5.406825879395404,5
1004,1262,5,55,6.3332362662066135,5
1004,1262,6,40,3.519484151867764,5
1004,1262,6,55,4.122515717380713,5
1004,1262,5,30,3.519484151867764,5
1004,1262,5,55,3.7879632160226184,5
1004,1262,6,50,4.122515717380713,5
1004,1262,5,60,3.592198941066873,5
1004,1262,5,50,1.236423278869884,5
1004,1262,6,15,4.092984759803895,5
1004,1262,5,30,3.592198941066873,5
1004,1262,5,30,1.236423278869884,5
1004,1262,6,55,4.092984759803895,5
1004,1262,6,55,4.792678370945184,5
1004,1262,6,45,4.403740487592907,5
1004,1265,5,30,1.2027174554165994,5
1004,1265,5,30,1.236423278869884,5
1004,1269,5,25,5.819278241591143,5
1004,1269,6,40,4.403740487592907,5
1004,1275,5,25,3.7879632160226184,5
1004,1275,5,25,3.7879632160226184,5
1004,1275,5,45,1.236423278869884,5
1004,1275,5,45,1.236423278869884,5
1004,1283,5,40,3.7608287698000624,5
1004,1283,5,50,1.236423278869884,5
1004,1283,5,40,3.494272910891071,5
1004,1283,5,30,1.4087921409993496,5
1004,1283,5,25,1.236423278869884,5
1004,1283,5,30,4.403740487592907,5
1004,1283,5,45,1.236423278869884,5
1004,1283,5,45,4.206283477539327,5
1004,1283,5,45,1.236423278869884,5
1004,1283,5,45,1.2027174554165994,5
1004,1283,5,55,5.819278241591143,5
1004,1283,5,45,1.2027174554165994,5
1004,1283,5,35,3.618116720086704,5
1004,1283,5,40,3.618116720086704,5
1004,1283,5,35,3.618116720086704,5
1004,1283,5,15,5.0000157144242525,5
1004,1289,5,60,4.206283477539327,5
1004,1289,5,50,4.792678370945184,5
1004,1289,5,30,3.592198941066873,5
1004,1289,5,45,3.618116720086704,5
1004,1289,5,50,1.236423278869884,5
1004,1290,6,25,3.7608287698000624,5
1004,1290,6,30,3.7608287698000624,5
1004,1303,4,15,4.792678370945184,5
1004,1303,5,30,1.2944651215345426,5
1004,1303,5,30,3.7879632160226184,5
1004,1303,5,45,1.2944651215345426,5
1004,1303,5,55,3.7879632160226184,5
1004,1303,5,55,5.558350676605923,5
1004,1303,5,25,1.4087921409993496,5
1004,1304,5,25,1.236423278869884,5
1004,1304,5,25,1.236423278869884,5
1004,1304,5,25,1.236423278869884,5
1004,1304,5,40,1.2944651215345426,5
1004,1304,5,45,5.558350676605923,5
1004,1304,5,40,1.2944651215345426,5
1004,1304,5,50,1.2944651215345426,5
1004,1304,5,40,3.592198941066873,5
1004,1304,5,55,3.592198941066873,5
1004,1304,5,45,3.494272910891071,5
1004,1304,5,60,4.122515717380713,5
1004,1304,6,40,3.7879632160226184,5
1004,1304,5,35,1.4087921409993496,5
1004,1304,5,25,3.7879632160226184,5
1004,1304,5,60,3.618116720086704,5
1004,1304,5,25,3.7879632160226184,5
1004,1304,5,35,3.7879632160226184,5
1004,1304,5,20,3.7879632160226184,5
1004,1304,5,25,4.122515717380713,5
1004,1304,4,35,4.403740487592907,5
1004,1304,5,50,1.236423278869884,5
1004,1304,5,30,1.236423278869884,5
1004,1304,4,15,4.403740487592907,5
1004,1307,6,25,3.519484151867764,5
1004,1314,5,25,1.2944651215345426,5
1004,1318,4,15,5.0000157144242525,5
1004,1332,5,25,3.519484151867764,5
1004,1333,5,35,1.2944651215345426,5
1004,1338,5,20,4.122515717380713,5
1004,1344,5,90,4.122515717380713,5
1004,1344,5,35,1.4087921409993496,5
1004,1344,5,40,3.618116720086704,5
1004,1344,5,35,1.236423278869884,5
1004,1345,5,35,1.4087921409993496,4
1004,1345,5,55,5.819278241591143,4
1004,1345,5,60,4.092984759803895,4
1004,1345,5,60,4.092984759803895,4
1004,1363,5,45,4.206283477539327,5
1004,1363,5,25,1.236423278869884,5
1004,1363,5,65,1.236423278869884,5
1004,1363,5,25,1.236423278869884,5
1004,1363,5,35,5.819278241591143,5
1004,1363,5,25,1.236423278869884,5
1004,1363,2,45,5.558350676605923,5
1004,1366,5,55,3.618116720086704,5
1004,1366,5,40,1.4087921409993496,5
1004,1366,5,45,3.519484151867764,5
1004,1366,5,45,1.236423278869884,5
1004,1366,5,20,4.122515717380713,5
1004,1366,5,45,1.236423278869884,5
1004,1374,5,35,4.206283477539327,5
1004,1374,5,65,1.2944651215345426,5
1004,1374,5,60,1.2944651215345426,5
1004,1374,5,25,3.7608287698000624,5
1004,1376,6,30,3.592198941066873,5
1004,1376,5,50,3.592198941066873,5
1004,1376,6,30,5.819278241591143,5
1004,1376,5,60,4.206283477539327,5
1004,1376,5,55,4.206283477539327,5
1004,1376,5,50,4.206283477539327,5
1004,1376,5,20,4.206283477539327,5
1004,1379,6,35,4.403740487592907,5
1004,1384,5,55,4.206283477539327,5
1004,1384,5,20,1.2944651215345426,5
1004,1384,5,20,1.2944651215345426,5
1004,1384,3,35,1.2944651215345426,5
1004,1384,5,35,5.819278241591143,5
1004,1384,5,60,1.236423278869884,5
1004,1384,5,60,1.236423278869884,5
1004,1384,5,50,1.2944651215345426,5
1004,1384,5,45,1.4087921409993496,5
1004,1384,5,60,3.618116720086704,5
1004,1384,5,55,3.618116720086704,5
1004,1386,5,45,3.519484151867764,5
1004,1386,5,20,1.236423278869884,5
1004,1386,5,20,1.236423278869884,5
1004,1386,5,35,1.2944651215345426,5
1004,1386,5,30,1.236423278869884,5
1004,1386,5,20,1.4087921409993496,5
1004,1390,5,30,1.2944651215345426,5
1004,1390,6,30,4.091617043550802,5
1004,1390,5,25,4.091617043550802,5
1004,1390,5,25,4.091617043550802,5
1004,1390,5,25,4.091617043550802,5
1004,1390,5,20,4.091617043550802,5
1004,1390,6,25,4.091617043550802,5
1004,1390,5,25,4.091617043550802,5
1004,1390,6,25,4.091617043550802,5
1004,1390,5,20,4.091617043550802,5
1004,1390,5,30,4.091617043550802,5
1004,1390,6,25,4.091617043550802,5
1004,1390,5,25,4.091617043550802,5
1004,1390,5,45,4.091617043550802,5
1004,1390,5,40,1.2027174554165994,5
1004,1390,5,25,1.2027174554165994,5
1004,1390,5,40,1.2027174554165994,5
1004,1390,5,35,1.2027174554165994,5
1004,1390,5,55,4.792678370945184,5
1004,1390,5,20,4.792678370945184,5
1004,1390,5,40,4.792678370945184,5
1004,1390,5,55,4.792678370945184,5
1004,1390,5,25,4.792678370945184,5
1004,1390,5,50,4.792678370945184,5
1004,1390,5,30,1.4087921409993496,5
1004,1390,5,30,1.4087921409993496,5
1004,1390,5,30,1.4087921409993496,5
1004,1390,5,45,1.4087921409993496,5
1004,1390,6,50,4.792678370945184,5
1004,1390,5,40,1.4087921409993496,5
1004,1390,5,30,1.4087921409993496,5
1004,1390,5,50,1.4087921409993496,5
1004,1390,5,30,1.4087921409993496,5
1004,1390,5,30,1.4087921409993496,5
1004,1390,5,20,1.4087921409993496,5
1004,1390,5,15,1.2944651215345426,5
1004,1390,5,35,1.2944651215345426,5
1004,1390,5,25,4.403740487592907,5
1004,1390,5,50,4.403740487592907,5
1004,1390,5,25,4.403740487592907,5
1004,1390,5,40,4.403740487592907,5
1004,1390,5,30,4.403740487592907,5
1004,1390,5,40,4.403740487592907,5
1004,1390,5,25,4.403740487592907,5
1004,1390,5,25,4.403740487592907,5
1004,1390,5,50,4.403740487592907,5
1004,1390,5,40,4.403740487592907,5
1004,1390,5,20,1.2944651215345426,5
1004,1390,5,20,1.2944651215345426,5
1004,1390,5,45,1.236423278869884,5
1004,1390,5,30,1.236423278869884,5
1004,1390,6,35,1.236423278869884,5
1004,1390,6,35,1.236423278869884,5
1004,1390,6,30,1.236423278869884,5
1004,1390,5,25,1.236423278869884,5
1004,1390,5,25,1.236423278869884,5
1004,1390,5,35,1.236423278869884,5
1004,1390,5,35,1.236423278869884,5
1004,1390,6,55,4.206283477539327,5
1004,1390,5,50,4.206283477539327,5
1004,1390,5,50,4.206283477539327,5
1004,1390,5,30,1.236423278869884,5
1004,1390,5,25,1.236423278869884,5
1004,1390,5,35,1.236423278869884,5
1004,1390,5,30,4.206283477539327,5
1004,1390,6,35,4.206283477539327,5
1004,1390,5,35,4.206283477539327,5
1004,1390,5,50,4.206283477539327,5
1004,1390,5,55,4.206283477539327,5
1004,1390,5,25,4.206283477539327,5
1004,1390,5,20,4.206283477539327,5
1004,1390,5,25,4.206283477539327,5
1004,1390,5,50,4.206283477539327,5
1004,1390,5,40,4.206283477539327,5
1004,1390,5,50,4.206283477539327,5
1004,1390,5,50,4.206283477539327,5
1004,1390,6,30,4.206283477539327,5
1004,1390,5,25,1.236423278869884,5
1004,1390,5,30,1.236423278869884,5
1004,1390,5,30,1.236423278869884,5
1004,1390,5,55,4.206283477539327,5
1004,1390,5,55,4.206283477539327,5
1004,1390,5,30,1.236423278869884,5
1004,1390,6,55,1.236423278869884,5
1004,1390,5,40,1.236423278869884,5
1004,1390,5,40,1.236423278869884,5
1004,1390,5,40,1.236423278869884,5
1004,1390,5,50,1.236423278869884,5
1004,1390,5,30,1.236423278869884,5
1004,1390,5,30,1.236423278869884,5
1004,1390,5,25,4.091617043550802,5
1004,1390,5,25,4.091617043550802,5
1004,1390,5,30,4.091617043550802,5
1004,1390,5,30,1.2027174554165994,5
1004,1390,6,25,4.091617043550802,5
1004,1390,5,25,4.091617043550802,5
1004,1390,5,20,4.091617043550802,5
1004,1390,5,20,4.091617043550802,5
1004,1390,5,45,6.3332362662066135,5
1004,1390,5,20,5.406825879395404,5
1004,1390,5,30,1.2944651215345426,5
1004,1390,5,50,1.2944651215345426,5
1004,1390,5,40,5.819278241591143,5
1004,1390,5,55,1.2944651215345426,5
1004,1390,5,50,5.819278241591143,5
1004,1390,5,55,1.2027174554165994,5
1004,1390,5,55,1.2027174554165994,5
1004,1390,5,60,1.2944651215345426,5
1004,1390,5,20,1.2944651215345426,5
1004,1390,5,25,6.3332362662066135,5
1004,1390,5,25,1.2944651215345426,5
1004,1390,4,20,1.2944651215345426,5
1004,1390,5,55,1.2944651215345426,5
1004,1390,5,55,6.3332362662066135,5
1004,1390,5,25,1.236423278869884,5
1004,1390,5,50,5.819278241591143,5
1004,1390,5,50,5.819278241591143,5
1004,1390,5,35,1.2944651215345426,5
1004,1390,5,50,1.2944651215345426,5
1004,1390,5,20,1.2944651215345426,5
1004,1390,5,45,1.2944651215345426,5
1004,1390,5,40,1.2944651215345426,5
1004,1390,5,50,1.2944651215345426,5
1004,1390,5,35,1.2944651215345426,5
1004,1390,5,50,1.2944651215345426,5
1004,1390,5,45,1.2944651215345426,5
1004,1390,5,30,1.2944651215345426,5
1004,1390,5,30,1.4087921409993496,5
1004,1390,5,35,1.236423278869884,5
1004,1390,5,30,1.236423278869884,5
1004,1390,5,55,1.4087921409993496,5
1004,1390,5,25,1.236423278869884,5
1004,1390,5,25,1.236423278869884,5
1004,1390,5,25,1.236423278869884,5
1004,1390,5,45,6.3332362662066135,5
1004,1390,5,25,1.236423278869884,5
1004,1390,5,55,1.2944651215345426,5
1004,1390,5,45,1.4087921409993496,5
1004,1390,5,40,1.2944651215345426,5
1004,1390,5,25,1.2944651215345426,5
1004,1390,5,50,5.558350676605923,5
1004,1390,5,30,1.236423278869884,5
1004,1390,5,40,1.2944651215345426,5
1004,1390,5,20,1.4087921409993496,5
1004,1390,5,55,5.558350676605923,5
1004,1390,5,50,1.4087921409993496,5
1004,1390,5,25,1.2944651215345426,5
1004,1390,5,50,5.558350676605923,5
1004,1390,5,55,5.558350676605923,5
1004,1390,5,50,5.558350676605923,5
1004,1390,5,40,1.2944651215345426,5
1004,1390,5,20,5.819278241591143,5
1004,1390,5,25,5.819278241591143,5
1004,1390,5,20,1.236423278869884,5
1004,1390,5,20,1.236423278869884,5
1004,1390,5,20,5.819278241591143,5
1004,1390,5,25,5.819278241591143,5
1004,1390,5,25,1.2944651215345426,5
1004,1390,5,25,1.2944651215345426,5
1004,1390,5,45,1.2944651215345426,5
1004,1390,5,50,5.558350676605923,5
1004,1390,5,50,5.819278241591143,5
1004,1390,5,20,5.819278241591143,5
1004,1390,5,45,6.3332362662066135,5
1004,1390,5,50,5.819278241591143,5
1004,1390,5,40,6.3332362662066135,5
1004,1390,5,45,6.3332362662066135,5
1004,1390,5,15,5.558350676605923,5
1004,1390,5,40,6.3332362662066135,5
1004,1390,5,30,5.819278241591143,5
1004,1390,5,50,1.2944651215345426,5
1004,1390,5,55,5.819278241591143,5
1004,1390,5,60,1.2944651215345426,5
1004,1390,5,60,5.819278241591143,5
1004,1390,5,55,5.558350676605923,5
1004,1390,4,45,1.2944651215345426,5
1004,1390,5,30,1.4087921409993496,5
1004,1390,5,40,3.618116720086704,5
1004,1390,5,40,3.618116720086704,5
1004,1390,5,25,3.618116720086704,5
1004,1390,6,30,1.236423278869884,5
1004,1390,5,40,1.236423278869884,5
1004,1390,5,30,3.7879632160226184,5
1004,1390,5,55,1.236423278869884,5
1004,1390,5,30,3.7879632160226184,5
1004,1390,5,45,3.618116720086704,5
1004,1390,5,20,3.7879632160226184,5
1004,1390,5,30,1.236423278869884,5
1004,1390,5,20,3.618116720086704,5
1004,1390,5,20,3.618116720086704,5
1004,1390,5,40,3.7879632160226184,5
1004,1390,5,30,3.7879632160226184,5
1004,1390,5,30,3.519484151867764,5
1004,1390,5,25,1.2027174554165994,5
1004,1390,5,45,1.236423278869884,5
1004,1390,5,20,1.2027174554165994,5
1004,1390,5,20,3.519484151867764,5
1004,1390,5,20,1.2027174554165994,5
1004,1390,5,30,3.519484151867764,5
1004,1390,5,35,3.618116720086704,5
1004,1390,5,25,3.618116720086704,5
1004,1390,5,35,1.236423278869884,5
1004,1390,5,50,4.122515717380713,5
1004,1390,5,25,4.122515717380713,5
1004,1390,5,30,4.122515717380713,5
1004,1390,5,25,3.7879632160226184,5
1004,1390,5,25,3.618116720086704,5
1004,1390,4,25,4.122515717380713,5
1004,1390,5,50,4.122515717380713,5
1004,1390,6,30,1.236423278869884,5
1004,1390,5,45,1.236423278869884,5
1004,1390,5,30,4.122515717380713,5
1004,1390,5,35,4.122515717380713,5
1004,1390,5,45,3.618116720086704,5
1004,1390,5,60,3.618116720086704,5
1004,1390,5,55,4.122515717380713,5
1004,1390,5,45,4.122515717380713,5
1004,1390,5,15,3.618116720086704,5
1004,1390,5,40,3.618116720086704,5
1004,1390,5,35,3.618116720086704,5
1004,1390,5,35,3.618116720086704,5
1004,1390,5,45,1.236423278869884,5
